회사명,업종 (대),업종 (소),순이익 21년 1Q,순이익 20년 4Q,순이익 20년 3Q,코드 번호
코프라,자동차 및 관련부품,차량 내장재,45 ,35 ,42 ,A126600
성보화학,화학,비료 및 농약,45 ,-87 ,-8 ,A003080
서진시스템,통신,통신장비,46 ,115 ,-129 ,A178320
KMH,레저산업,레저,46 ,100 ,85 ,A122450
톱텍,디스플레이 장비 및 부품,디스플레이 장비,46 ,-217 ,90 ,A108230
비츠로테크,기계,전력기자재,46 ,25 ,58 ,A042370
디아이,반도체 관련장비 및 부품,반도체장비,46 ,-30 ,28 ,A003160
상신이디피,IT 장비 및 소재,2차전지,46 ,30 ,32 ,A091580
현대코퍼레이션홀딩스,지주사,지주사,46 ,35 ,48 ,A227840
흥국,기계,중장비 및 관련품,46 ,27 ,29 ,A010240
매커스,반도체 관련장비 및 부품,반도체 유통,46 ,22 ,20 ,A093520
주연테크,가정용품,가전제품,46 ,-28 ,-5 ,A044380
오가닉티코스메틱,가정용품,화장품,46 ,-76 ,131 ,A900300
세원물산,자동차 및 관련부품,차체부품,46 ,80 ,31 ,A024830
한국정보통신,IT서비스,전자결제,47 ,-39 ,58 ,A025770
대영포장,종이 및 용기,용기 및 포장재,47 ,4 ,4 ,A014160
삼보모터스,자동차 및 관련부품,기타 자동차부품,47 ,31 ,-18 ,A053700
AJ네트웍스,운송 및 물류,운송인프라,48 ,0 ,-85 ,A095570
에스피지,기계,기계,48 ,25 ,49 ,A058610
제이에스코퍼레이션,섬유 및 의류,의류,48 ,-32 ,35 ,A194370
레드캡투어,레저산업,여행,48 ,10 ,40 ,A038390
엠게임,미디어 및 엔터,게임,48 ,7 ,10 ,A058630
농우바이오,식음료,식료품,48 ,8 ,16 ,A054050
대원산업,자동차 및 관련부품,차량 시트,48 ,215 ,-52 ,A005710
새론오토모티브,자동차 및 관련부품,제동장치,48 ,27 ,37 ,A075180
에코프로,IT 장비 및 소재,2차전지,49 ,-81 ,150 ,A086520
대주전자재료,IT 장비 및 소재,IT 소재 및 부품,49 ,-1 ,23 ,A078600
한전산업,유틸리티,전력,49 ,-63 ,74 ,A130660
금화피에스시,유틸리티,전력,49 ,71 ,9 ,A036190
성창기업지주,지주사,지주사,49 ,5 ,20 ,A000180
화성산업,건설 및 건축자재,중견건설사,49 ,2 ,36 ,A002460
신원,섬유 및 의류,의류,49 ,-50 ,23 ,A009270
유성기업,자동차 및 관련부품,엔진부품,49 ,-58 ,-5 ,A002920
한국기업평가,일반서비스,신용정보,50 ,18 ,31 ,A034950
한국정보인증,IT서비스,공인인증서,50 ,29 ,23 ,A053300
서호전기,운송 및 물류,운송인프라,50 ,12 ,10 ,A065710
KTIS,통신,통신서비스,50 ,-41 ,29 ,A058860
SJM,자동차 및 관련부품,기타 자동차부품,50 ,-17 ,10 ,A123700
녹십자랩셀,제약 및 바이오,바이오,51 ,6 ,14 ,A144510
나스미디어,미디어 및 엔터,광고,51 ,83 ,54 ,A089600
코오롱플라스틱,자동차 및 관련부품,차량 내장재,51 ,64 ,6 ,A138490
삼영전자,IT 장비 및 소재,콘덴서,51 ,5 ,33 ,A005680
노루페인트,건설 및 건축자재,페인트,51 ,-29 ,80 ,A090350
동아화성,자동차 및 관련부품,기타 자동차부품,51 ,10 ,33 ,A041930
HDC현대EP,자동차 및 관련부품,차량 내장재,51 ,-40 ,75 ,A089470
시디즈,가정용품,가구,51 ,48 ,38 ,A134790
윙입푸드,식음료,식료품,51 ,49 ,37 ,A900340
에이디테크놀로지,반도체 관련장비 및 부품,반도체 설계,52 ,-10 ,11 ,A200710
대한약품,제약 및 바이오,제약,52 ,-11 ,65 ,A023910
황금에스티,철강 및 비철강,스테인리스,52 ,61 ,34 ,A032560
아이즈비전,통신,통신장비,52 ,74 ,33 ,A031310
이엔에프테크놀로지,반도체 관련장비 및 부품,반도체 부품,53 ,39 ,157 ,A102710
엘비루셈,반도체 관련장비 및 부품,종합 반도체,53 ,0 ,0 ,A376190
비츠로셀,유틸리티,스마트그리드,53 ,3 ,31 ,A082920
매일홀딩스,지주사,지주사,53 ,27 ,2 ,A005990
대창스틸,철강 및 비철강,강판,53 ,-19 ,0 ,A140520
동화약품,제약 및 바이오,제약,54 ,78 ,118 ,A000020
진성티이씨,기계,중장비 및 관련품,54 ,45 ,33 ,A036890
청담러닝,일반서비스,교육,54 ,7 ,36 ,A096240
크라운해태홀딩스,지주사,지주사,54 ,32 ,75 ,A005740
덕산테코피아,반도체 관련장비 및 부품,반도체 부품,55 ,41 ,29 ,A317330
민앤지,IT서비스,보안서비스,55 ,71 ,46 ,A214180
국보디자인,건설 및 건축자재,중견건설사,55 ,55 ,21 ,A066620
세코닉스,IT 장비 및 소재,카메라모듈,55 ,-105 ,32 ,A053450
스포츠서울,미디어 및 엔터,미디어,55 ,-11 ,3 ,A039670
스타모빌리티,기계,기계,55 ,-153 ,-19 ,A158310
경인양행,섬유 및 의류,염료,56 ,-57 ,-13 ,A012610
에스제이그룹,섬유 및 의류,의류,56 ,43 ,30 ,A306040
아이원스,IT 장비 및 소재,IT 소재 및 부품,56 ,-54 ,38 ,A114810
삼지전자,통신,통신장비,56 ,50 ,71 ,A037460
비피도,제약 및 바이오,바이오,56 ,-4 ,-5 ,A238200
네패스아크,반도체 관련장비 및 부품,종합 반도체,57 ,0 ,0 ,A330860
ISC,반도체 관련장비 및 부품,반도체 부품,57 ,-74 ,19 ,A095340
수젠텍,의료기기 및 용품,진단기기,57 ,33 ,-277 ,A253840
와이엔텍,일반서비스,환경서비스,57 ,22 ,66 ,A067900
네오팜,가정용품,화장품,57 ,52 ,30 ,A092730
필옵틱스,디스플레이 장비 및 부품,디스플레이 장비,57 ,-54 ,-15 ,A161580
이더블유케이,기계,기계,57 ,139 ,-2 ,A258610
효성중공업,건설 및 건축자재,중견건설사,58 ,-80 ,173 ,A298040
JW생명과학,제약 및 바이오,제약,58 ,-60 ,80 ,A234080
슈프리마,전기 및 전자기기,보안장비,58 ,-2 ,13 ,A236200
대원,건설 및 건축자재,중견건설사,58 ,-120 ,37 ,A007680
조흥,식음료,식료품,58 ,21 ,31 ,A002600
연우,가정용품,화장품,59 ,33 ,14 ,A115960
영풍정밀,기계,기계,59 ,5 ,27 ,A036560
우리손에프앤지,식음료,사료,59 ,-23 ,59 ,A073560
샘표,지주사,지주사,59 ,10 ,61 ,A007540
코메론,기계,기계,59 ,27 ,34 ,A049430
골든센츄리,기계,농업용기계,59 ,18 ,66 ,A900280
SK렌터카,레저산업,레저,60 ,-25 ,81 ,A068400
맘스터치,식음료,식료품,60 ,29 ,61 ,A220630
서플러스글로벌,반도체 관련장비 및 부품,반도체장비,60 ,8 ,36 ,A140070
JW홀딩스,지주사,지주사,61 ,147 ,6 ,A096760
신세계건설,건설 및 건축자재,중견건설사,61 ,66 ,13 ,A034300
유화증권,금융,증권,61 ,-4 ,15 ,A003460
한국수출포장,종이 및 용기,용기 및 포장재,61 ,5 ,15 ,A002200
코스모신소재,IT 장비 및 소재,2차전지,62 ,73 ,22 ,A005070
SPC삼립,식음료,식료품,62 ,43 ,10 ,A005610
광동제약,제약 및 바이오,제약,62 ,-68 ,305 ,A009290
가온미디어,가정용품,셋톱박스,62 ,-14 ,23 ,A078890
솔루스첨단소재,IT 장비 및 소재,카메라모듈,63 ,263 ,45 ,A336370
와이지엔터테인먼트,미디어 및 엔터,매니지먼트,63 ,54 ,10 ,A122870
심텍,IT 장비 및 소재,PCB,63 ,22 ,227 ,A222800
LG헬로비전,미디어 및 엔터,미디어,63 ,"-3,278 ",59 ,A037560
종근당홀딩스,지주사,지주사,63 ,305 ,175 ,A001630
예스24,유통,전자상거래,63 ,27 ,-12 ,A053280
펌텍코리아,종이 및 용기,용기 및 포장재,63 ,43 ,41 ,A251970
동국산업,철강 및 비철강,강판,63 ,-2 ,0 ,A005160
한솔홀딩스,지주사,지주사,63 ,382 ,54 ,A004150
디와이,지주사,지주사,63 ,-202 ,60 ,A013570
미창석유,석유 및 가스,윤활유,63 ,43 ,39 ,A003650
삼보산업,자동차 및 관련부품,기타 자동차부품,63 ,-57 ,-21 ,A009620
이지홀딩스,지주사,지주사,64 ,132 ,54 ,A035810
오로스테크놀로지,반도체 관련장비 및 부품,종합 반도체,64 ,-20 ,34 ,A322310
도이치모터스,자동차 및 관련부품,완성차,64 ,19 ,37 ,A067990
NPC,종이 및 용기,용기 및 포장재,64 ,33 ,49 ,A004250
인선이엔티,일반서비스,환경서비스,65 ,90 ,74 ,A060150
모트렉스,자동차 및 관련부품,기타 자동차부품,65 ,-117 ,-24 ,A118990
레이언스,의료기기 및 용품,의료기기,65 ,-66 ,-3 ,A228850
이건산업,건설 및 건축자재,목재,65 ,-30 ,28 ,A008250
삼현철강,철강 및 비철강,강판,65 ,32 ,23 ,A017480
일진홀딩스,지주사,지주사,66 ,-17 ,45 ,A015860
문배철강,철강 및 비철강,강판,66 ,32 ,25 ,A008420
제이씨케미칼,석유 및 가스,석유판매,67 ,26 ,-10 ,A137950
사람인에이치알,IT서비스,인터넷서비스,68 ,67 ,55 ,A143240
덕산하이메탈,반도체 관련장비 및 부품,반도체 부품,68 ,10 ,53 ,A077360
삼진제약,제약 및 바이오,제약,68 ,59 ,55 ,A005500
경방,섬유 및 의류,섬유,68 ,68 ,38 ,A000050
코리아써키트,IT 장비 및 소재,PCB,68 ,-75 ,73 ,A007810
BYC,섬유 및 의류,의류,68 ,73 ,23 ,A001460
케이프,조선,조선기자재,68 ,17 ,62 ,A064820
KTCS,IT서비스,컨택센터,68 ,4 ,36 ,A058850
인바이오,화학,종합 화학,68 ,-64 ,-15 ,A352940
남선알미늄,건설 및 건축자재,창호,69 ,13 ,25 ,A008350
아이센스,의료기기 및 용품,의료기기,69 ,71 ,61 ,A099190
화신,자동차 및 관련부품,차체부품,69 ,84 ,-18 ,A010690
크라운제과,식음료,식료품,69 ,14 ,43 ,A264900
아주IB투자,금융,기타 금융,70 ,279 ,135 ,A027360
자이에스앤디,건설 및 건축자재,대형건설사,70 ,72 ,44 ,A317400
와이솔,IT 장비 및 소재,스마트폰 부품,70 ,-63 ,55 ,A122990
켐트로닉스,IT 장비 및 소재,스마트폰 부품,70 ,75 ,82 ,A089010
코리아에프티,자동차 및 관련부품,기타 자동차부품,70 ,72 ,6 ,A123410
메디앙스,유아동산업,유아동산업,70 ,36 ,-17 ,A014100
연이비앤티,디스플레이 장비 및 부품,디스플레이 부품,70 ,-270 ,-1 ,A090740
롯데푸드,식음료,식료품,71 ,-34 ,105 ,A002270
유비쿼스,통신,통신장비,71 ,32 ,44 ,A264450
코엔텍,일반서비스,환경서비스,72 ,60 ,53 ,A029960
SBI인베스트먼트,금융,기타 금융,72 ,21 ,69 ,A019550
대한화섬,섬유 및 의류,섬유,72 ,-20 ,69 ,A003830
셀트리온제약,제약 및 바이오,제약,73 ,108 ,40 ,A068760
휴온스글로벌,지주사,지주사,73 ,151 ,111 ,A084110
신성델타테크,IT 장비 및 소재,IT 소재 및 부품,73 ,25 ,30 ,A065350
TYM,기계,농업용기계,73 ,-99 ,39 ,A002900
삼천리자전거,레저산업,자전거,73 ,226 ,31 ,A024950
대림제지,종이 및 용기,종이,73 ,38 ,24 ,A017650
테스나,반도체 관련장비 및 부품,반도체장비,74 ,222 ,51 ,A131970
한국카본,조선,조선기자재,74 ,95 ,190 ,A017960
미래나노텍,디스플레이 장비 및 부품,디스플레이 부품,74 ,152 ,73 ,A095500
영우디에스피,디스플레이 장비 및 부품,디스플레이 장비,74 ,-56 ,42 ,A143540
더네이쳐홀딩스,섬유 및 의류,의류,75 ,239 ,31 ,A298540
신세계 I&C,IT서비스,시스템서비스,75 ,101 ,70 ,A035510
동일산업,철강 및 비철강,봉형강,75 ,19 ,23 ,A004890
DMS,디스플레이 장비 및 부품,디스플레이 장비,75 ,237 ,22 ,A068790
세원,자동차 및 관련부품,기타 자동차부품,75 ,32 ,24 ,A234100
케이엠더블유,통신,통신장비,76 ,4 ,13 ,A032500
에코마케팅,미디어 및 엔터,광고,76 ,53 ,236 ,A230360
현대퓨처넷,미디어 및 엔터,미디어,76 ,-561 ,76 ,A126560
현대리바트,가정용품,가구,76 ,19 ,68 ,A079430
한국경제TV,미디어 및 엔터,미디어,76 ,47 ,61 ,A039340
코다코,자동차 및 관련부품,엔진부품,76 ,-65 ,-26 ,A046070
현대로템,기계,중장비 및 관련품,77 ,5 ,90 ,A064350
NHN한국사이버결제,IT서비스,전자결제,77 ,78 ,83 ,A060250
케어젠,제약 및 바이오,바이오,77 ,108 ,65 ,A214370
노바렉스,제약 및 바이오,바이오,77 ,67 ,64 ,A194700
크리스에프앤씨,섬유 및 의류,의류,77 ,169 ,79 ,A110790
다나와,유통,전자상거래,77 ,92 ,73 ,A119860
게임빌,미디어 및 엔터,게임,77 ,29 ,48 ,A063080
비상교육,일반서비스,교육,77 ,76 ,-38 ,A100220
버킷스튜디오,미디어 및 엔터,미디어,77 ,-38 ,-16 ,A066410
ES큐브,레저산업,레저,77 ,-104 ,74 ,A050120
교촌에프앤비,식음료,식료품,78 ,0 ,0 ,A339770
제주은행,금융,은행,78 ,17 ,38 ,A006220
제이알글로벌리츠,일반서비스,부동산,79 ,77 ,75 ,A348950
미코,반도체 관련장비 및 부품,반도체 부품,79 ,52 ,47 ,A059090
일진전기,전기 및 전자기기,케이블,79 ,8 ,4 ,A103590
CNH,금융,기타 금융,79 ,156 ,163 ,A023460
롯데리츠,일반서비스,부동산,80 ,79 ,77 ,A330590
신흥에스이씨,IT 장비 및 소재,2차전지,80 ,5 ,87 ,A243840
하림,식음료,식료품,80 ,159 ,66 ,A136480
나이스정보통신,IT서비스,전자결제,80 ,-79 ,85 ,A036800
애경산업,가정용품,개인용품,81 ,18 ,45 ,A018250
한글과컴퓨터,IT서비스,소프트웨어,81 ,77 ,70 ,A030520
골프존뉴딘홀딩스,지주사,지주사,81 ,113 ,78 ,A121440
대한제분,식음료,식료품,81 ,-60 ,58 ,A001130
서원,철강 및 비철강,구리,81 ,-58 ,2 ,A021050
동양이엔피,IT 장비 및 소재,파워서플라이,81 ,-53 ,112 ,A079960
조이시티,미디어 및 엔터,게임,82 ,-36 ,47 ,A067000
한솔제지,종이 및 용기,종이,82 ,-36 ,120 ,A213500
삼화콘덴서,IT 장비 및 소재,콘덴서,83 ,19 ,75 ,A001820
뷰웍스,의료기기 및 용품,의료기기,83 ,15 ,61 ,A100120
케이씨,반도체 관련장비 및 부품,반도체장비,83 ,79 ,101 ,A029460
코나아이,전기 및 전자기기,스마트카드,84 ,45 ,51 ,A052400
바이넥스,제약 및 바이오,제약,84 ,-50 ,42 ,A053030
SBS미디어홀딩스,지주사,지주사,84 ,36 ,-625 ,A101060
코아스템,제약 및 바이오,바이오,84 ,-182 ,-29 ,A166480
서울바이오시스,전기 및 전자기기,LED,85 ,16 ,31 ,A092190
유비케어,의료기기 및 용품,의료서비스,85 ,-29 ,40 ,A032620
브이티지엠피,기계,기계,85 ,-18 ,9 ,A018290
덴티움,의료기기 및 용품,의료용품,86 ,113 ,51 ,A145720
피엔티,IT 장비 및 소재,2차전지,86 ,123 ,68 ,A137400
뉴트리,식음료,식료품,86 ,51 ,50 ,A270870
피에스케이홀딩스,지주사,지주사,86 ,30 ,56 ,A031980
화승코퍼레이션,자동차 및 관련부품,기타 자동차부품,86 ,-265 ,14 ,A013520
현대오토에버,IT서비스,시스템서비스,87 ,167 ,147 ,A307950
LF,섬유 및 의류,의류,87 ,2 ,6 ,A093050
와이아이케이,반도체 관련장비 및 부품,반도체장비,87 ,82 ,32 ,A232140
한국쉘석유,석유 및 가스,윤활유,87 ,16 ,69 ,A002960
원익,의료기기 및 용품,의료기기,87 ,928 ,-55 ,A032940
월덱스,반도체 관련장비 및 부품,반도체 부품,88 ,-4 ,65 ,A101160
태웅로직스,운송 및 물류,해상운송,88 ,-26 ,23 ,A124560
휴온스,제약 및 바이오,제약,89 ,227 ,129 ,A243070
한국철강,철강 및 비철강,제강,89 ,-449 ,103 ,A104700
휴비스,섬유 및 의류,섬유,89 ,542 ,116 ,A079980
엠케이전자,반도체 관련장비 및 부품,반도체 부품,90 ,61 ,91 ,A033160
디씨엠,철강 및 비철강,강판,90 ,36 ,81 ,A024090
한국프랜지,자동차 및 관련부품,엔진부품,90 ,45 ,55 ,A010100
태림포장,종이 및 용기,용기 및 포장재,91 ,23 ,8 ,A011280
유나이티드제약,제약 및 바이오,제약,92 ,27 ,79 ,A033270
GST,반도체 관련장비 및 부품,반도체장비,92 ,19 ,13 ,A083450
해성디에스,반도체 관련장비 및 부품,반도체 부품,93 ,22 ,84 ,A195870
DI동일,섬유 및 의류,섬유,93 ,29 ,17 ,A001530
위닉스,가정용품,가전제품,93 ,74 ,176 ,A044340
진흥기업,건설 및 건축자재,중견건설사,93 ,121 ,28 ,A002780
이브이첨단소재,IT 장비 및 소재,PCB,93 ,-11 ,-13 ,A131400
천보,반도체 관련장비 및 부품,반도체 부품,94 ,105 ,56 ,A278280
한일시멘트,건설 및 건축자재,시멘트 및 레미콘,94 ,364 ,313 ,A300720
엘비세미콘,반도체 관련장비 및 부품,반도체장비,94 ,120 ,64 ,A061970
케이씨텍,반도체 관련장비 및 부품,반도체장비,94 ,165 ,52 ,A281820
SNT에너지,기계,플랜트설비,94 ,-78 ,30 ,A100840
케이엔더블유,자동차 및 관련부품,기타 자동차부품,94 ,-19 ,-31 ,A105330
뉴파워프라즈마,반도체 관련장비 및 부품,반도체장비,95 ,180 ,41 ,A144960
클래시스,의료기기 및 용품,의료기기,96 ,132 ,88 ,A214150
이엔코퍼레이션,IT 장비 및 소재,스마트폰 부품,96 ,-344 ,-15 ,A066980
KG모빌리언스,IT서비스,전자결제,97 ,51 ,95 ,A046440
미투젠,미디어 및 엔터,게임,97 ,84 ,97 ,A950190
대창단조,기계,중장비 및 관련품,97 ,12 ,34 ,A015230
유성티엔에스,철강 및 비철강,강판,97 ,237 ,84 ,A024800
삼강엠앤티,조선,조선기자재,98 ,-63 ,8 ,A100090
동성화인텍,조선,조선기자재,98 ,-55 ,115 ,A033500
우리바이오,전기 및 전자기기,LED,98 ,-49 ,105 ,A082850
DB,IT서비스,시스템서비스,98 ,-80 ,22 ,A012030
싸이맥스,반도체 관련장비 및 부품,반도체장비,98 ,44 ,74 ,A160980
신흥,의료기기 및 용품,의료용품,98 ,53 ,9 ,A004080
환인제약,제약 및 바이오,제약,99 ,47 ,75 ,A016580
더존비즈온,IT서비스,소프트웨어,100 ,233 ,111 ,A012510
송원산업,화학,합성수지,100 ,28 ,85 ,A004430
인바디,의료기기 및 용품,의료기기,100 ,63 ,59 ,A041830
엘오티베큠,반도체 관련장비 및 부품,클린룸,100 ,-42 ,-28 ,A083310
샘표식품,식음료,식료품,100 ,17 ,121 ,A248170
한국주철관,철강 및 비철강,강관,100 ,65 ,18 ,A000970
나무가,IT 장비 및 소재,카메라모듈,100 ,-50 ,-20 ,A190510
휴마시스,의료기기 및 용품,의료기기,101 ,126 ,7 ,A205470
백산,섬유 및 의류,피혁(가죽),101 ,-81 ,29 ,A035150
에스엠,미디어 및 엔터,매니지먼트,102 ,-505 ,-216 ,A041510
디오,의료기기 및 용품,의료기기,102 ,-5 ,34 ,A039840
노바텍,IT 장비 및 소재,스마트폰 부품,102 ,69 ,91 ,A285490
대창,철강 및 비철강,구리,102 ,26 ,36 ,A012800
코미코,반도체 관련장비 및 부품,반도체장비,103 ,32 ,100 ,A183300
현대이지웰,IT서비스,인터넷서비스,103 ,22 ,5 ,A090850
제이앤티씨,IT 장비 및 소재,스마트폰 부품,104 ,-162 ,155 ,A204270
미원홀딩스,지주사,지주사,104 ,19 ,53 ,A107590
빛샘전자,통신,통신장비,104 ,5 ,0 ,A072950
포스코강판,철강 및 비철강,강판,105 ,6 ,41 ,A058430
신도리코,전기 및 전자기기,전자기기,105 ,-49 ,2 ,A029530
삼익악기,레저산업,레저,105 ,50 ,13 ,A002450
프로텍,반도체 관련장비 및 부품,반도체장비,106 ,53 ,44 ,A053610
티에스이,반도체 관련장비 및 부품,반도체장비,107 ,-31 ,80 ,A131290
KISCO홀딩스,지주사,지주사,107 ,-101 ,130 ,A001940
사조산업,식음료,식료품,107 ,-68 ,83 ,A007160
동방아그로,화학,비료 및 농약,107 ,-35 ,-23 ,A007590
SFA반도체,반도체 관련장비 및 부품,반도체장비,108 ,16 ,44 ,A036540
디아이씨,자동차 및 관련부품,변속기부품,108 ,-688 ,-132 ,A092200
고영,전기 및 전자기기,전자기기,109 ,-34 ,13 ,A098460
삼양통상,섬유 및 의류,피혁(가죽),109 ,207 ,127 ,A002170
SGC이테크건설,건설 및 건축자재,중견건설사,109 ,"1,580 ",7 ,A016250
SIMPAC,기계,기계,110 ,264 ,-3 ,A009160
삼영무역,가정용품,개인용품,110 ,49 ,80 ,A002810
이녹스첨단소재,IT 장비 및 소재,스마트폰 부품,111 ,45 ,124 ,A272290
한양이엔지,반도체 관련장비 및 부품,클린룸,112 ,-7 ,220 ,A045100
디바이스이엔지,디스플레이 장비 및 부품,디스플레이 부품,112 ,43 ,105 ,A187870
일신방직,섬유 및 의류,섬유,112 ,83 ,-21 ,A003200
엠씨넥스,IT 장비 및 소재,카메라모듈,113 ,-28 ,199 ,A097520
원익머트리얼즈,반도체 관련장비 및 부품,반도체 부품,113 ,105 ,122 ,A104830
유니퀘스트,반도체 관련장비 및 부품,반도체 부품,113 ,138 ,69 ,A077500
솔루엠,IT 장비 및 소재,스마트폰 부품,115 ,50 ,183 ,A248070
바디텍메드,의료기기 및 용품,진단기기,115 ,174 ,142 ,A206640
한국캐피탈,금융,기타 금융,115 ,81 ,87 ,A023760
피에이치에이,자동차 및 관련부품,전장부품,115 ,44 ,92 ,A043370
제놀루션,의료기기 및 용품,의료용품,115 ,149 ,124 ,A225220
한미사이언스,제약 및 바이오,제약,116 ,156 ,-75 ,A008930
풀무원,식음료,식료품,116 ,-95 ,115 ,A017810
알에프텍,IT 장비 및 소재,스마트폰 부품,116 ,-187 ,-40 ,A061040
현대코퍼레이션,일반서비스,무역,117 ,223 ,65 ,A011760
디와이파워,기계,중장비 및 관련품,117 ,81 ,71 ,A210540
신라교역,식음료,식료품,118 ,-28 ,19 ,A004970
아이에스동서,건설 및 건축자재,중견건설사,119 ,130 ,836 ,A010780
메가스터디교육,일반서비스,교육,119 ,-17 ,118 ,A215200
에스에이엠티,유통,유통,119 ,126 ,97 ,A031330
JYP ENT.,미디어 및 엔터,매니지먼트,120 ,58 ,77 ,A035900
리드코프,금융,기타 금융,120 ,125 ,110 ,A012700
한신공영,건설 및 건축자재,중견건설사,121 ,501 ,146 ,A004960
이엠텍,IT 장비 및 소재,스마트폰 부품,122 ,52 ,61 ,A091120
덕산네오룩스,디스플레이 장비 및 부품,디스플레이 부품,123 ,90 ,97 ,A213420
한국콜마,가정용품,화장품,123 ,"1,268 ",125 ,A161890
파마리서치,제약 및 바이오,바이오,123 ,101 ,77 ,A214450
퍼시스,가정용품,가구,123 ,34 ,115 ,A016800
이노션,미디어 및 엔터,광고,124 ,213 ,152 ,A214320
광주신세계,유통,백화점,124 ,130 ,87 ,A037710
풍산홀딩스,지주사,지주사,124 ,45 ,89 ,A005810
롯데정보통신,IT서비스,시스템서비스,125 ,70 ,83 ,A286940
농심홀딩스,지주사,지주사,125 ,174 ,118 ,A072710
하이트진로홀딩스,지주사,지주사,125 ,179 ,148 ,A000140
SK디앤디,일반서비스,부동산,126 ,-58 ,260 ,A210980
액토즈소프트,미디어 및 엔터,게임,126 ,32 ,34 ,A052790
유니셈,반도체 관련장비 및 부품,반도체장비,127 ,14 ,41 ,A036200
CJ대한통운,운송 및 물류,육상운송,128 ,316 ,422 ,A000120
자화전자,IT 장비 및 소재,카메라모듈,128 ,-12 ,28 ,A033240
인화정공,조선,조선기자재,128 ,284 ,-4 ,A101930
동원시스템즈,종이 및 용기,용기 및 포장재,129 ,102 ,144 ,A014820
에이스침대,가정용품,가구,129 ,183 ,88 ,A003800
GRT,디스플레이 장비 및 부품,디스플레이 부품,129 ,110 ,121 ,A900290
한국항공우주,기계,우주항공,130 ,-609 ,133 ,A047810
삼양식품,식음료,식료품,131 ,49 ,172 ,A003230
녹십자홀딩스,지주사,지주사,132 ,"1,225 ",234 ,A005250
바텍,의료기기 및 용품,의료기기,132 ,-344 ,56 ,A043150
세아제강,철강 및 비철강,제강,132 ,-47 ,123 ,A306200
경동도시가스,유틸리티,도시가스,133 ,77 ,-3 ,A267290
서울가스,유틸리티,도시가스,134 ,-31 ,"1,110 ",A017390
랩지노믹스,제약 및 바이오,바이오,134 ,45 ,90 ,A084650
하나머티리얼즈,반도체 관련장비 및 부품,반도체 부품,135 ,116 ,88 ,A166090
사조대림,식음료,식료품,135 ,33 ,173 ,A003960
SGC에너지,종이 및 용기,용기 및 포장재,136 ,0 ,0 ,A005090
대덕전자,IT 장비 및 소재,PCB,137 ,-208 ,53 ,A353200
유니온,건설 및 건축자재,시멘트 및 레미콘,137 ,175 ,83 ,A000910
선진,식음료,사료,138 ,260 ,215 ,A136490
코웰패션,섬유 및 의류,의류,139 ,149 ,155 ,A033290
AP시스템,디스플레이 장비 및 부품,디스플레이 장비,140 ,7 ,114 ,A265520
에코프로비엠,IT 장비 및 소재,2차전지,142 ,108 ,137 ,A247540
썸에이지,미디어 및 엔터,게임,142 ,10 ,-36 ,A208640
KPX케미칼,화학,기타 화학,143 ,207 ,113 ,A025000
씨앤투스성진,섬유 및 의류,의류,143 ,92 ,78 ,A352700
현대엘리베이,기계,기계,144 ,266 ,492 ,A017800
미래에셋벤처투자,금융,기타 금융,144 ,185 ,63 ,A100790
세방,운송 및 물류,육상운송,145 ,-46 ,57 ,A004360
KCC건설,건설 및 건축자재,중견건설사,145 ,43 ,65 ,A021320
티와이홀딩스,건설 및 건축자재,대형건설사,146 ,"3,334 ",81 ,A363280
미원상사,화학,계면활성제,146 ,156 ,129 ,A002840
상상인,지주사,지주사,146 ,163 ,201 ,A038540
대성에너지,유틸리티,도시가스,146 ,68 ,-61 ,A117580
NICE평가정보,IT서비스,전자결제,147 ,96 ,109 ,A030190
아난티,레저산업,레저,147 ,8 ,-94 ,A025980
녹십자,제약 및 바이오,제약,148 ,148 ,609 ,A006280
롯데제과,식음료,식료품,148 ,-35 ,264 ,A280360
세아홀딩스,지주사,지주사,148 ,"-1,714 ",-66 ,A058650
대성홀딩스,지주사,지주사,149 ,13 ,245 ,A016710
흥국화재,금융,손해보험,149 ,82 ,10 ,A000540
종근당,제약 및 바이오,제약,150 ,112 ,349 ,A185750
동국제약,제약 및 바이오,제약,151 ,90 ,170 ,A086450
LS ELECTRIC,기계,전력기자재,152 ,205 ,188 ,A010120
바이오니아,제약 및 바이오,바이오,152 ,349 ,26 ,A064550
일진머티리얼즈,IT 장비 및 소재,2차전지,155 ,71 ,70 ,A020150
아프리카TV,미디어 및 엔터,미디어,155 ,97 ,111 ,A067160
한국알콜,화학,기타 화학,155 ,91 ,138 ,A017890
팜스코,식음료,사료,155 ,13 ,0 ,A036580
스튜디오드래곤,미디어 및 엔터,미디어,156 ,-29 ,106 ,A253450
현대일렉트릭,기계,기계,156 ,-270 ,65 ,A267260
동화기업,건설 및 건축자재,목재,158 ,83 ,93 ,A025900
KG이니시스,IT서비스,전자결제,158 ,75 ,104 ,A035600
BGF리테일,유통,편의점,159 ,262 ,515 ,A282330
롯데하이마트,유통,유통,159 ,-667 ,408 ,A071840
주성엔지니어링,반도체 관련장비 및 부품,반도체장비,159 ,98 ,-127 ,A036930
원익QNC,반도체 관련장비 및 부품,반도체 부품,160 ,64 ,64 ,A074600
KSS해운,운송 및 물류,해상운송,160 ,-67 ,82 ,A044450
아세아,지주사,지주사,160 ,175 ,95 ,A002030
